facility_id,facility_name,facility_type,capacity,region,licence_issue_date,inspection_date,gps_location,remarks
00199,Anderson-Esparza Health Centre (Egroeg),Polyclinic 🏥,0.0,Egroeg .Ts,04 Mar 2018,05/08/22,,Needs Upgrade
Hf-0200,"Austin, Smith And Hamilton Hosp.",Clinic,0.0,Christchurch,08-10-25,20230608,"12.70468, -58.77693",
201,Holmes And Sons,Chc,0.0,St. Andrew Parish,11 Jun 2025,23 Jun 2023,13°10′30″N 59°8′43″W,Nan
B16Cad,Smith-Carlson Clinic,Clinic,0.0,St. Andrew,22/04/17,May 17 2024,"13.27582, -58.86276",Reinspection Due
B16Cad,Smith-Carlson Clin.,Clinic,39.0,St. Andrew,22/04/17,May 17 2024,"13.27582, -58.86276",Reinspection Due
203,Flores-Group Hospital (St.),Polyclinic,0.0,St. Andrew,May 06 2024,04/10/19,Point(-58.86937 12.77601),Nan
00204,"Baker, Castaneda And Erickson Clinic",Community Health Centre,0.0,St. John,20170617,22/10/19,-58.85114;12.70715,Reinspection Due
00204,"Baker, Castaneda And Erickson Clin.",Community Health Centre,0.0,St. John,20170617,22/10/19,-58.85114;12.70715,Reinspection Due
00205,Wheeler-Plc Infirmary (St),Chc,0.0,St John,12/03/20,12/03/22,12°54′34″N 59°2′59″W,Reinspection Due
Nan,Smith And Sons Medical Center,Hosp.,0.0,St.Andrew,2025-11-13,20250627,Point(-58.70016 12.77962),
Nan,"Lamb,-Morton-And-Garcia",Unknown,0.0,St. George,2023-05-05,10/11/24,Point(-58.96244 12.72442),Needs Upgrade
#208,Best-Frederick Clinic,Community Health Ctr.,0.0,Christ Church,2024-12-25,20200822,-59.26609;13.03765,Nan
#209,Wilson And Sons Clinic,Unknown,0.0,St. James Parish,20231023,January 12 2018,Point(-58.73195 12.88859),Good
Hf-0210,Vasquez-Plc (St.),Community Health Ctr.,0.0,St. John,08-02-22,January 22 2021,"13.26684, -58.75149",
00211,Marquez-Rodgers Infirmary,Polyclinic,260.0,St.James,20180522,01 Jul 2024,,Follow-Up 2023
Nan,Garcia-Singleton Health Centre (St.),Chc,0.0,St. Lucy,02/08/18,02-02-19,,Nan
Ae7F62,Jones-Griffith 🏥,Unknown,0.0,St. Andrew Parish,22/12/18,2019-03-07,,Nan
Nan,Cervantes Ltd,Clinic🌡️,0.0,St. Michael Parish,07/01/25,20240921,"-59.27196, 13.07802",Reinspection Due
215,Bautista-Wilson Health Centre,Polyclinic 🏥,0.0,St. Lucy,17-09-20,19 Jan 2021,-58.72884;13.09899,Follow-Up 2023
216,Jackson-Gordon Health Centre (St.),Community Health Centre,0.0,St. Andrew,2023-05-20,2023-11-27,Point(-59.00658 12.96594),Nan
#217,Cummings-Todd Infirmary,Health Ctr.,0.0,Christ Church,20190613,29 Aug 2021,"12.92895, -58.84986",Needs Upgrade
61Be3B,Lee-Smith,Unknown,0.0,St. Lucy,2022-12-12,2018-06-23,Point(-59.07544 13.13954),Nan
Nan,Rivera Llc,Health Centre,0.0,St. Lucy,20191205,2019-03-24,-59.27098;13.03333,♥
Hf-0220,Simmons Ltd Hospital,Community Health Ctr.,0.0,St. Joseph,19 Feb 2018,20180911,"-58.90684, 13.17857",
Nan,"King, Wade And Barker Polyclinic",Health Centre,0.0,St.Lucy,July 12 2022,2021-08-26,12°44′7″N 58°49′59″W,-
00222,"Moore,-Thomas-And-Mcfarland Hosp. (St.)",Clinic🌡️,0.0,St. George Parish,18-03-18,20-03-24,-58.75262;13.18028,Needs Upgrade
#223,Becker-Fernandez Medical Center (St.),Unknown,0.0,St. Peter,27 May 2023,December 18 2023,"12.84023, -58.73843",Nan
00224,Ramos-Ingram Medical Center (Christchurch),Community Health Centre,0.0,Christchurch,15/05/22,26-02-24,,Follow-Up 2023
00225,"Hall, Lane And Hall Hospital (Christ)",Hospital,0.0,Christ Church,14-03-21,2019-11-26,"-58.73607, 13.11419",
00225,"Hall, Lane And Hall Hosp. (Christ)",Hospital,0.0,Christ Church,14-03-21,2019-11-26,"-58.73607, 13.11419",
Nan,Hall-Maxwell Hosp.,Chc,0.0,St. Lucy,12-12-21,20240426,-59.28691;12.77224,Nan
227,Anderson-Osborn Health Centre,Polyclinic 🏥,0.0,St. Peter,November 29 2025,05/08/19,,Follow-Up 2023
Nan,Nelson Ltd Hospital (St.),Clinic,0.0,St. Joseph Parish,January 03 2017,20190110,,Follow-Up 2023
229,Palmer Group Polyclinic (St),Hospital,0.0,St Peter,February 12 2016,2023-07-24,"13.07905, -58.86479",Needs Upgrade
C9Cf95,"Patterson, Johnson And Richards",Clinic🌡️,0.0,St Peter,October 23 2020,03 May 2018,13°0′17″N 58°43′13″W,Reinspection Due
231,"Oliver,-Henderson-And-Allen Hospital",Community Health Centre,0.0,Semaj .Ts,25 Jun 2022,2024-07-20,-58.73416;12.82374,Good
Nan,"Smith, Briggs And Vasquez Hospital (St.)",Polyclinic,0.0,St. Lucy,06/08/16,2022-02-27,12°57′34″N 58°55′5″W,♥
Hf-0233,Ruiz Plc Infirmary (Christ),Hosp.,0.0,Christ Church,03 Mar 2023,30/08/19,,-
Hf-0234,Thomas Ltd Polyclinic,Polyclinic 🏥,0.0,St. George,11-01-19,03-09-19,-58.94891;13.10651,♥
#235,Daniel Plc Health Centre,Community Health Ctr.,0.0,St. Joseph,19 Jul 2021,20210305,12°57′59″N 58°53′8″W,Needs Upgrade
00236,"Schaefer, Sanders And Wilson Infirmary",Hospital,0.0,St. Michael,12/01/22,14/04/18,,
#237,Stephenson Inc Clinic (St.),Unknown,0.0,St. Andrew,2016-01-06,2023-11-28,13°11′35″N 59°8′30″W,-
398A27,Foster-Jones Infirmary (St.)©,Community Health Ctr.,0.0,St. John,2022-10-07,05/06/21,Point(-59.06339 12.84998),Reinspection Due
Hf-0239,"Henry, Sharp And Mcguire Health Centre (St.)",Clinic🌡️,0.0,St. John,22/02/25,01/09/24,12°56′29″N 58°43′11″W,Reinspection Due
Nan,Vasquez-Deleon,Hospital,0.0,St. Michael,21 Sep 2024,22/05/23,Point(-58.82951 12.73270),♥
Nan,"Smith, Norris And Mejia Health Centre (St.)",Unknown,0.0,St. George Parish,03 Mar 2017,2023-12-22,"-59.22512, 13.24146",Needs Upgrade
Nan,Wood Ltd Medical Center (St.),Chc,0.0,St. Lucy,2016-08-23,30 Sep 2020,13°1′2″N 58°56′6″W,Reinspection Due
Nan,Montgomery-Martinez Hosp. (St.Lucy),Hospital,0.0,St.Lucy,2024-11-08,20-11-18,-59.15176;13.02310,♥
#244,Ibarra-Neal Clinic,Polyclinic,0.0,St.Joseph,2019-12-19,02 Apr 2022,13°17′4″N 58°50′6″W,
#244,Ibarra-Neal Clin.,Polyclinic,0.0,St.Joseph,2019-12-19,02 Apr 2022,13°17′4″N 58°50′6″W,
Hf-0245,"Wilkins, Dominguez And Guerra",Health Centre,0.0,St.Lucy,09 Mar 2023,06 Aug 2025,,Reinspection Due
00246,"White, Townsend And Green Infirmary",Unknown,0.0,St. George,20190824,June 12 2021,-58.97955;12.78830,-
A11Eb6,Smith And Sons Hosp. (St),Unknown,0.0,St Joseph,24/02/24,25 Mar 2022,"13.15369, -59.04266",-
248,Love-Brown (St.Joseph),Unknown,0.0,St.Joseph,11/06/25,11-12-20,"13.26737, -58.81105",♥
249,Blackburn-Garrett Hospital,Chc,0.0,Christ Church,02-11-20,February 11 2018,"13.06359, -59.18586",♥
Nan,Perkins-Avila (St.Michael),Community Health Centre,429.0,St.Michael,09/12/16,11-03-21,"-59.16118, 13.27394",Nan
251,Davis Llc Polyclinic (St.),Health Centre,0.0,St. James,October 19 2020,26/11/24,"-59.19373, 12.91238",Good
252,Hernandez And Sons Hosp. (St),Community Health Centre,0.0,St James,2025-12-01,23 Sep 2025,,Nan
#253,"Mcknight, Allen And Horton",Clinic,0.0,St. Joseph,27/09/22,24/08/22,"-59.10141, 13.24397",Good
Nan,"Gonzalez, Smith And Davis 🏥 (St.)",Community Health Ctr.,0.0,St. Peter,2023-08-10,24 Jan 2023,,♥
#255,Walker-Bell Infirmary,Clinic🌡️,0.0,St. Lucy,02-01-19,11-12-20,,♥
Nan,Hicks Plc Hosp.,Unknown,0.0,St. Michael Parish,12-02-23,01-01-22,"-58.98017, 13.03068",♥
Nan,"Sanders, Hughes And Lawson Infirmary (St.Peter)",Health Ctr.,0.0,St.Peter,20210831,22-10-19,-59.27602;12.95668,Follow-Up 2023
Hf-0258,Russell-Castro Clinic (St),Health Ctr.,0.0,St James,10/06/25,09 Jan 2020,Point(-58.76347 13.00458),Nan
Nan,"Gordon, Cooley And Day Hosp.",Health Ctr.,0.0,Christ Church,2019-06-25,August 24 2019,"-59.06767, 12.73528",Follow-Up 2023
Hf-0260,Weaver-Hoover Medical Center (St.),Community Health Ctr.,0.0,St. James,2023-08-08,2025-04-12,13°10′37″N 58°46′6″W,Nan
00261,Sherman-Pennington Medical Center (St.),Clinic🌡️,0.0,St. Peter,31 Aug 2025,July 07 2025,12°42′36″N 58°52′7″W,Nan
00262,Daugherty And Sons,Community Health Centre,0.0,Nhoj .Ts,31 Jan 2017,2020-11-20,"12.80819, -58.79169",-
263,Morgan-Monroe (St.),Health Centre,0.0,St. Michael,May 15 2024,2025-02-15,12°59′35″N 59°2′8″W,Follow-Up 2023
Hf-0264,"Johnson, Berg And Boone Infirmary (St.)",Clinic🌡️,0.0,St. Michael,2025-09-15,02/09/20,13°5′52″N 58°47′35″W,Nan
Hf-0265,Fletcher Ltd Polyclinic,Community Health Ctr.,0.0,St.George,September 04 2020,January 07 2024,,Follow-Up 2023
266,"Chambers, Gray And Brooks",Community Health Centre,0.0,St Lucy,2020-09-16,02/02/23,12°53′16″N 59°2′42″W,
Nan,Williams-Bailey Medical Center,Hospital,0.0,St. John,September 29 2025,April 27 2021,,Nan
00268,Lane-Hughes Hospital (St.),Polyclinic,0.0,St. Michael,January 29 2025,11 Aug 2020,"-58.99185, 13.22022",Needs Upgrade
269,"Harrell, Walker And Mcintyre Hosp. (St.)",Community Health Centre,0.0,St. James Parish,09 Feb 2016,2020-04-05,,Needs Upgrade
Nan,Butler-Miller Polyclinic,Community Health Ctr.,0.0,St. George,13 Dec 2018,September 19 2022,,Needs Upgrade
Bfa6E8,Thompson-Riley Polyclinic,Unknown,0.0,St. Peter,29 Jan 2018,January 12 2023,Point(-58.74688 12.90892),Needs Upgrade
Hf-0272,French Group (St.),Polyclinic,234.0,St. Lucy,24 Aug 2019,May 27 2021,"-59.05786, 13.18418",
00273,"Joyce,-Williams-And-Rodriguez Hospital",Chc,0.0,St. Peter,November 22 2023,20200409,Point(-58.75282 13.02106),Good
Nan,"Calderon, George And Gonzales Medical Center",Community Health Centre,0.0,Christ Church,12/07/16,20241125,Point(-59.16396 12.84039),Reinspection Due
Nan,"Johnson,-Thomas-And-Floyd Infirmary",Community Health Centre,0.0,St.John,13 Feb 2024,December 23 2021,"12.92674, -59.17478",♥
7C888A,White Llc Clinic,Clinic🌡️,0.0,Werdna .Ts,06 Aug 2017,20200323,"-58.70947, 13.20439",Good
277,Marsh-Villegas,Community Health Centre,0.0,St. George Parish,20 Dec 2022,17/09/18,13°1′18″N 59°1′38″W,Needs Upgrade
Hf-0278,"Craig,-Johnson-And-Boyd Medical Center",Clinic🌡️,0.0,St. Joseph,February 01 2022,20210319,Point(-58.70731 12.93976),Nan
Nan,Rodriguez Llc (St.),Health Ctr.,0.0,St. Lucy,09-05-19,December 15 2023,-59.23034;13.15146,Reinspection Due
00280,"Preston, Weaver And Fernandez Polyclinic (St.)",Polyclinic,0.0,St. Peter,20 Jun 2018,24/09/24,Point(-58.79941 12.91989),Nan
00281,"Lynch, Jones And Estrada Infirmary",Hospital,0.0,St. James,20200405,20-07-19,12°50′50″N 59°15′59″W,♥
00282,Black-Clayton Medical Center (St.Joseph),Health Centre,0.0,St.Joseph,26/02/24,03 Jan 2023,13°11′8″N 59°14′40″W,Nan
Nan,"Estrada-Group 🏥 (St.)
Newline",Polyclinic,0.0,St. John,2024-08-20,May 20 2023,"-58.79374, 12.87380",Nan
#284,Martinez Group Clinic💊,Unknown,0.0,Christchurch,03 Feb 2025,17/01/25,,
Nan,Bowman-Nash 🏥,Clinic🌡️,0.0,St. Peter,06 Aug 2022,20190223,"13.14339, -59.17059",Needs Upgrade
286,"Johnson, Buchanan And Bowen Medical Center",Unknown,437.0,St.Joseph,12 Aug 2023,20211124,Point(-58.94984 12.81328),Reinspection Due
#287,Tanner Ltd Medical Center,Polyclinic,0.0,St. Peter,13/11/16,2023-05-11,"12.75284, -58.93762",Reinspection Due
8Ecbf5,"Boyd,-Davis-And-Elliott Medical Center©",Polyclinic 🏥,146.0,St Peter,13 Nov 2024,June 01 2024,-58.87985;13.05313,Needs Upgrade
289,"Carpenter,-Russell-And-Oliver Infirmary (St)",Hospital,0.0,St James,20160305,24/12/18,-59.15050;12.85441,Nan
Nan,Estes-Cobb (St.),Unknown,0.0,St. Andrew,09 May 2018,10 Jul 2018,13°11′56″N 58°55′53″W,♥
Hf-0291,Clark-Kelly 🏥 (St.),Health Centre,0.0,St. Joseph,29/04/19,32/13/99,"12.95620, -58.82999",Needs Upgrade
292,Garcia Llc Hosp.,Polyclinic 🏥,0.0,St.Andrew,15-09-19,14 Jul 2018,-58.75414;12.74465,Reinspection Due
989D88,Fisher-Salazar Health Centre,Health Ctr.,0.0,St. Michael,2024-05-13,20241008,-59.02576;12.71052,Follow-Up 2023
Nan,Murphy-Rodriguez Polyclinic,Community Health Centre,382.0,St. George,10-06-16,20200415,-59.21414;12.79787,Reinspection Due
296,"Choi,-Castillo-And-Baldwin Polyclinic💊",Unknown,0.0,St. James Parish,09 Nov 2016,08 Mar 2024,,Follow-Up 2023
#297,Hill-Turner Health Centre,Hospital,0.0,St. Lucy,September 21 2025,03-06-21,,Follow-Up 2023
Hf-0298,"Stewart, Raymond And Mack Hosp.",Clinic🌡️,0.0,St. Michael,20250605,07/09/22,"13.17489, -58.85732",-
Nan,"David, Harris And Jacobson",Health Centre,0.0,St.Joseph,10 Apr 2025,09 Oct 2021,-59.05429;13.14372,Needs Upgrade
00300,Collins Group Clinic (St.),Health Ctr.,0.0,St. Lucy,06-02-19,18 Jan 2022,"12.96906, -59.24064",♥
Nan,Nelson-Inc Infirmary (Christ),Clinic,0.0,Christ Church,April 05 2016,December 10 2023,"-58.82883, 13.09784",Reinspection Due
00302,Wilson Inc Medical Center (Christ),Hospital,0.0,Christ Church,20220812,27-11-20,13°4′4″N 58°55′18″W,Nan
Nan,Calhoun-Gibbs Medical Center (St.),Hospital,0.0,St. Joseph,20210820,27/07/25,-58.76664;12.77968,
Hf-0304,Fritz Inc Polyclinic,Community Health Ctr.,0.0,St. Michael,29/01/17,2022-01-16,,Reinspection Due
89D929,Arnold Llc Clinic,Unknown,0.0,St. Peter,25-11-19,06-07-23,"12.87689, -58.97436",Good
89D929,Arnold Llc Clin.,Unknown,0.0,St. Peter,25-11-19,06-07-23,"12.87689, -58.97436",Good
00306,"Jacobs, Sanchez And Hutchinson Infirmary (St.)",Polyclinic 🏥,2.0,St. Peter Parish,2016-01-29,2018-03-19,"-58.78773, 13.03776",-
E4Fa0A,"Wilson, Brock And Silva Infirmary (St.Joseph)",Polyclinic 🏥,213.0,St.Joseph,03 Jan 2024,20220830,,Nan
Hf-0308,Snyder-Reyes Infirmary,Community Health Ctr.,0.0,St. Andrew,05 Oct 2021,22/12/25,-58.73393;13.12082,Nan
F9Df2F,"Baker, Adams And Lin Medical Center",Unknown,0.0,St. Andrew,22 Feb 2019,06-10-18,13°16′41″N 59°2′49″W,Nan
Nan,Montgomery-Nichols,Clinic🌡️,0.0,St. Michael,2024-03-24,2022-12-10,-59.29024;12.92340,
Nan,Moses And Sons Infirmary,Health Ctr.,0.0,St.Joseph,20220319,20240424,"-59.29708, 13.06104",-
312,"Goodman, Hayes And Miller (St.)",Hosp.,0.0,St. John,29 Jan 2024,24-04-20,,♥
313,"Aguilar, West And White",Health Ctr.,0.0,St. Peter,2020-08-15,2019-08-09,Point(-58.80355 12.86355),-
00314,Garcia Ltd Clinic,Chc,0.0,St. George Parish,October 26 2020,October 26 2023,Point(-59.22229 13.04153),Nan
#315,Green-Chen Medical Center (St.),Unknown,0.0,St. Michael,04 Nov 2025,20181217,13°0′53″N 58°52′32″W,Nan
Nan,"Harrington,-Carrillo-And-Tucker",Community Health Centre,0.0,St Andrew,14/06/22,2023-10-14,-58.97608;13.18949,Nan
317,"Rivera,-Hernandez-And-Murphy (St.)",Community Health Centre,0.0,St. Joseph,22/06/23,30 Oct 2020,-59.28329;12.90553,Needs Upgrade
Hf-0318,Gomez-Brown,Health Ctr.,0.0,St. George,02 Dec 2022,June 10 2022,,♥
Nan,"Gross, Robbins And Jones Polyclinic",Unknown,0.0,Christ Church,February 15 2020,09/10/19,12°55′28″N 59°4′37″W,
Hf-0320,"Holmes, Salas And Townsend 🏥 (St.)",Polyclinic,0.0,St. Michael Parish,October 10 2024,21 Jun 2025,"12.97568, -58.85621",Reinspection Due
Hf-0321,Wade Llc Polyclinic©,Chc,0.0,Ycul .Ts,2021-02-09,20250507,-58.84665;13.13860,Nan
00322,Livingston-Lewis,Unknown,0.0,St.Michael,11/10/23,08-09-20,12°47′42″N 59°6′41″W,Needs Upgrade
Nan,Dixon Ltd Polyclinic (Christ),Clinic,0.0,Christ Church,29 Apr 2024,23 Mar 2018,12°52′25″N 59°0′41″W,Reinspection Due
F065Bc,Parsons Plc Medical Center,Chc,0.0,Hcruhc Tsirhc,30-12-25,14 Dec 2018,"-59.12966, 13.13049",Nan
325,Townsend-Pena Infirmary,Health Centre,0.0,Christ Church,23 Feb 2023,2018-06-07,12°58′17″N 58°46′44″W,
326,Bernard-Simpson Health Centre (St.),Health Centre,383.0,St. Andrew,22-03-20,June 17 2025,13°11′35″N 58°51′44″W,Needs Upgrade
#327,Ellis Llc Health Centre,Unknown,57.0,St. Peter,01/03/16,14/08/20,,Nan
Nan,"Russell,-Benitez-And-Waters Hospital (St)",Unknown,214.0,St James,05 Apr 2025,28 Jun 2024,,-
Nan,"Nelson, Tucker And Estes",Chc,0.0,Nhoj .Ts,19-07-20,30-08-24,"-59.29983, 12.91303",Reinspection Due
Hf-0330,Wilson-Zavala Infirmary,Health Centre,0.0,St. John,March 27 2019,02/06/24,"-59.13034, 13.29299",Follow-Up 2023
Nan,"Boone, Shah And Johnson Hospital",Clinic,0.0,St. Lucy,11 Feb 2023,20180913,"-59.26902, 12.99429",Nan
00332,"Johnson, Park And Calderon Clinic (St.)✨",Polyclinic,0.0,St. John Parish,20241025,20230414,"12.91425, -59.24324",Nan
Nan,Cooper-Brewer (St.Lucy),Health Ctr.,6.0,St.Lucy,29-05-16,2023-05-24,Point(-59.05019 12.87089),
B9Ad32,"Martinez, Mendoza And Horton Infirmary",Health Centre,0.0,St. Lucy,10 Sep 2022,2025-12-30,"-58.71866, 13.06736",Good
2E45C5,"Payne, Ware And Liu Hospital (St.)",Health Ctr.,0.0,St. John,11/07/23,26-04-25,-59.29859;12.71337,Good
37666A,Hall Group Infirmary (St.),Unknown,0.0,St. John,20180728,20241018,13°8′45″N 58°53′29″W,Nan
Decde8,Simmons-Washington (St.),Unknown,0.0,St. John Parish,19 Dec 2022,20180913,,Follow-Up 2023
338,Moreno Plc (Hcruhc),Polyclinic,0.0,Hcruhc Tsirhc,March 10 2017,25/09/24,Point(-59.00327 13.00152),Good
339,Gilbert-Phillips Polyclinic (St.),Community Health Centre,0.0,St. Joseph Parish,29/12/19,06-07-24,,Needs Upgrade
#340,Odom-Inc 🏥,Hosp.,0.0,Christ Church,13-04-19,21-04-20,Point(-59.20638 12.81452),Needs Upgrade
Hf-0341,"Harper, Russell And Manning Polyclinic (St.)",Health Centre,0.0,St. Lucy,20250726,09/11/20,"12.87241, -59.07582",Reinspection Due
9C0C31,"Baldwin,-Anderson-And-Dodson Infirmary",Polyclinic 🏥,0.0,St. Joseph,September 16 2020,20250608,,♥
64F55A,Hudson-Perez Medical Center,Community Health Centre,0.0,St. Lucy,2017-03-10,June 15 2022,,Good
Nan,"Neal, Lopez And Madden Hospital",Unknown,0.0,St George,24-08-18,31 Jan 2020,-59.00439;13.09140,♥
Nan,Perez-Evans Polyclinic (St.Andrew),Unknown,0.0,St.Andrew,03/08/19,31-12-18,Point(-58.75235 13.17215),♥
Abfc47,Klein Plc Medical Center (St.)©,Hospital,0.0,St. John,28 Feb 2017,16 Aug 2023,,
Hf-0347,Barrett-Simpson Medical Center,Community Health Centre,0.0,St Michael,03/09/23,20190511,Point(-58.71558 12.86586),
00348,Carr-Prince Polyclinic,Hosp.,0.0,St. George,07/01/20,32/13/99,Point(-58.81592 13.13197),Nan
Fe4690,Dominguez Group 🏥,Unknown,0.0,St. Michael,November 12 2024,01-06-25,"-58.89261, 13.12535",-
350,Martinez-Foster Health Centre,Hosp.,0.0,St John,11 Dec 2023,2022-01-17,"-59.11038, 12.70656",Nan
Nan,Butler-Young,Health Ctr.,204.0,St. George,November 08 2021,20191009,,Good
68Cddd,Whitney Llc Medical Center,Hospital,0.0,Ycul .Ts,20210520,20-11-25,12°49′31″N 59°2′41″W,Nan
00353,"Graves, Carlson And Thomas 🏥 (St.)",Community Health Ctr.,4.0,St. Lucy,2017-02-11,2021-12-26,,-
D9Fb65,"Sanchez, Solis And Mercado Health Centre",Unknown,0.0,St. John Parish,November 30 2017,26-12-20,,
Nan,Palmer-Williams Hospital,Health Centre,0.0,St. Peter,20221230,18/05/19,,
356,"Carey, Fields And Kelly Infirmary (Christ)",Clinic🌡️,0.0,Christ Church Parish,2021-04-12,July 22 2019,-59.24995;13.10780,Nan
Nan,"Brooks Inc 🏥
Newline",Community Health Ctr.,0.0,St. Joseph,20230821,10/09/22,,-
#358,Galvan-And-Sons Health Centre,Unknown,0.0,St. Andrew,2016-12-22,01 Jul 2021,-58.90165;12.93739,Nan
04C0Be,Cantrell Llc (St),Community Health Centre,0.0,St Andrew,28/12/17,26-02-22,12°44′32″N 58°51′11″W,
#360,Nguyen Ltd (St.),Hosp.,0.0,St. John,August 10 2020,16/11/21,Point(-58.90976 12.83800),Needs Upgrade
430D44,Hoover-Kelley Hosp.,Health Centre,0.0,Christ Church,October 05 2017,01 Sep 2025,,Reinspection Due
B7604E,"Johnson, Reed And Thompson (St.)",Community Health Centre,0.0,St. George,15/06/21,29-09-25,,Reinspection Due
Nan,Harrell-Jones Health Centre (St.),Chc,0.0,St. John Parish,18-08-23,2020-10-07,"12.95082, -59.14681",
Hf-0364,Collins Ltd Medical Center (Christ),Clinic,0.0,Christ Church,2024-06-01,11-01-20,,
Nan,"Spencer-Scott Polyclinic
Newline",Health Ctr.,0.0,St Michael,04-09-22,17-04-18,,♥
Nan,"Greene, Steele And Kline Polyclinic",Clinic🌡️,349.0,St. John,22-01-22,24-03-24,"-59.08017, 13.13039",
00367,"Harrison, Zuniga And Smith",Community Health Ctr.,0.0,St. George,20180516,20210718,"-59.09358, 12.98796",Reinspection Due
Hf-0368,"Ruiz, Harris And Chavez Infirmary",Health Ctr.,0.0,St. Lucy Parish,18-06-17,2018-05-19,-58.94470;12.91277,Nan
369,Taylor Llc Health Centre💊,Community Health Centre,0.0,St. George,18/08/21,14/12/19,"-59.21881, 13.01465",Good
#370,"Montgomery, Taylor And Riggs",Clinic🌡️,0.0,Retep .Ts,20230825,20200922,Point(-58.97339 13.14215),♥
Nan,Jackson-Evans Polyclinic (St.)✨,Chc,0.0,St. George Parish,27/04/21,08/06/25,,♥
Nan,Collins-Barrett Clinic (Nhoj),Polyclinic 🏥,0.0,Nhoj .Ts,23 Dec 2024,2018-04-15,Point(-59.23933 12.94877),Needs Upgrade
#373,Lopez Ltd Medical Center (St.),Unknown,0.0,St. John,04 Dec 2018,24 Dec 2024,,
Nan,"Hernandez, Turner And Hoffman Infirmary",Community Health Ctr.,0.0,Retep .Ts,12 Aug 2023,2025-03-23,Point(-59.29702 12.91991),
Nan,Henderson-Plc (St.),Polyclinic,0.0,St. Lucy,25-07-22,19/01/20,Point(-59.23221 12.96951),♥
7C07F5,"Johnson, Fowler And Lowe Polyclinic (St.)",Hosp.,0.0,St. Joseph,04-12-19,August 19 2023,"-58.73284, 12.82147",Needs Upgrade
Nan,Owens-Rush Infirmary,Chc,0.0,Christ Church,20160925,23 May 2018,-59.03272;12.84887,Needs Upgrade
#378,Stewart Inc Polyclinic,Unknown,0.0,St. Joseph,March 23 2018,23/12/24,"-58.78617, 13.23283",-
Nan,Zavala-Wood Hosp.,Clinic,0.0,St. Lucy,August 10 2020,2018-08-03,"-58.84276, 13.28238",-
380,Mason-Wood Medical Center (St.),Health Centre,0.0,St. Michael,2017-04-29,2019-03-13,13°10′49″N 58°44′6″W,Follow-Up 2023
381,Gross-Llc Health Centre,Community Health Ctr.,0.0,St. John,24 Mar 2022,20190912,Point(-58.93042 12.89431),Good
#382,"Morgan, Mcmahon And Yates (St)",Health Centre,36.0,St Michael,November 01 2021,11/05/22,,♥
383,Smith Inc Polyclinic,Hosp.,0.0,St. Joseph,19/11/17,15/05/24,Point(-58.94283 13.29661),Good
Nan,Villarreal Inc 🏥 (St.George),Polyclinic,0.0,St.George,2020-07-12,20220113,12°57′14″N 59°17′38″W,
#385,Wallace Llc Polyclinic,Community Health Ctr.,0.0,St. Peter Parish,08 Oct 2020,31-10-18,Point(-58.90931 12.71540),Good
#386,"Singh,-Patel-And-Taylor Polyclinic",Hospital,0.0,St.Lucy,25 May 2019,20231214,Point(-59.16474 12.71167),Nan
